12,13,14,23,24,34
0.923611104,0.965277791,0.993055582,1,0.680555582,0.604166687
0.743055582,0.756944418,0.743055582,0.715277791,0.756944418,0.743055582
0.868055582,0.944444418,0.791666687,0.972222209,0.840277791,0.805555582
0.861111104,0.868055582,0.819444418,0.770833313,0.770833313,0.868055582
0.631944418,0.680555582,0.694444418,0.715277791,0.604166687,0.694444418
0.680555582,0.659722209,0.784722209,0.583333313,0.736111104,0.756944418
0.854166687,0.861111104,0.6875,0.979166687,0.819444418,0.833333313
0.756944418,0.944444418,0.819444418,0.895833313,0.8125,0.944444418
0.923611104,0.979166687,0.798611104,0.819444418,0.923611104,0.916666687
0.804783954,0.851080245,0.792438269,0.827932093,0.771604935,0.796296299
